ID,target
2,0.03092032815648962
5,0.03710801608262014
6,0.0036644353264339005
7,0.010107011319275739
9,0.007801620214546684
11,0.10532893550105023
12,0.0024698374135204123
15,0.08075724496031648
16,0.010548439737544536
17,0.05755089879362138
19,0.010762844436451998
21,0.004868538854776198
22,0.02604377975000259
24,0.015074648767505458
27,0.0020599462472414174
28,0.003909673324450487
30,0.03702947021624022
33,0.004342429762281493
35,0.004814944126860661
37,0.0066954937859512375
38,0.017018552126178796
40,0.08880687983581526
41,0.03010163113270808
44,0.007311510639948698
46,0.12521879564020688
47,0.006934467143998681
48,0.004893650590589288
50,0.00398488660191451
52,0.11744593082228817
53,0.005534454889356905
55,0.019518875320082858
57,0.007889555824077167
58,0.0042483763046627125
59,0.009613890945348754
62,0.025403386567170713
63,0.004933100589573483
64,0.00865790231285394
65,0.014071366309175826
67,0.005388891680841484
69,0.02348816915065045
70,0.004480431797609655
71,0.0016014475717812428
72,0.004676949640344255
73,0.0017512256742042351
76,0.0009239732342863098
78,0.0026962888137893135
79,0.042732422765742316
81,0.012881922530603456
85,0.007718510240130491
86,0.004350492301250639
89,0.011242095935189683
94,0.11112041659893573
96,0.004050646294024845
97,0.005855069508799509
98,0.003701919980141555
99,0.011970184692516138
100,0.11053612378343115
103,0.07233439737547641
104,0.008510755581331146
108,0.008789725822542843
110,0.009047026598614042
112,0.03019254601466262
114,0.024552093202824685
116,0.0005212357591697003
117,0.0009236107793353567
119,0.018061267119342143
120,0.001112944127929536
121,0.005886272397773472
123,0.02174887641425127
124,0.02538150656313432
126,0.0038761318035611114
128,0.005848356917502731
129,0.041469855806587304
133,0.009018882289474445
138,0.01325138863533953
147,0.02032227351584365
149,0.01756432485988645
158,0.0048504326703283
160,0.006862671145130171
164,0.07848804794420138
167,0.05608747699429657
168,0.014998122839484929
174,0.011120114512108707
181,0.00969917444290808
185,0.020887512675107755
187,0.02343361349556974
189,0.01043070310215849
190,0.02018296346105536
194,0.002536038990083135
197,0.010224255194698433
198,0.023855132609767526
201,0.012882632098875683
205,0.0038248548407077525
208,0.030763527736504436
211,0.011979177170920913
216,0.012782769978899213
219,0.03470644521614809
223,0.002507089895443905
224,0.11297697206891501
226,0.016158164786398064
229,0.016265621535098147
230,0.031223605055954208
237,0.015538486581914226
238,0.014929655767919178
240,0.020362079572100115
243,0.003966843019636714
245,0.20850471323899536
246,0.152639625851653
247,0.004544990042413374
248,0.004102403032041241
249,0.004342429762281493
250,0.192140918568783
251,0.0040258273642022795
255,0.0750681935130985
256,0.007034639000360686
257,0.09129478414784992
260,0.035897383036956027
261,0.0012230783605412592
263,0.09280248979513825
264,0.09732725697408373
267,0.0040221658365214834
268,0.0061071897651423885
272,0.004638115097091338
274,0.0023937148902694345
275,0.010340667747188457
277,0.2587705248071383
278,0.1888836727371899
280,0.001309239791210501
281,0.017496609802008182
282,0.161671672046456
283,0.008369625743103744
284,0.009450922252052341
286,0.016772584197139236
290,0.010520519007938094
291,0.035979781780638126
293,0.044415507550254016
295,0.010879437417794265
297,0.003467146312274187
298,0.02912084461596004
300,0.0004229122607695502
304,0.004409298937707576
305,0.0034927296907731435
308,0.007150359142515096
309,0.007940360196066261
310,0.012175600769448836
312,0.029636271679636318
313,0.06593394780091101
315,0.005686586171940147
317,0.012850629464423344
318,0.04506720114541225
321,0.006216906397064025
323,0.006114613574401621
325,0.004823052119613956
326,0.013406278002717162
327,0.028471653125222297
328,0.0014266402621895464
