ID,target
2,0.029288415
5,0.018612362
6,0.0061623417
7,0.14415288
9,0.005221882
11,0.21498372
12,0.0011809962
15,0.11412344
16,0.024060465
17,0.11426484
19,0.009391242
21,0.011594028
22,0.0409197
24,0.013968892
27,0.01042087
28,0.02864953
30,0.025606994
33,0.005221882
35,0.015991496
37,0.017294202
38,0.021165125
40,0.32823807
41,0.06443865
44,0.0053332653
46,0.02231192
47,0.019351147
48,0.017895794
50,0.025867252
52,0.18882798
53,0.15307896
55,0.07825094
57,0.010049365
58,0.027907953
59,0.0922918
62,0.03420549
63,0.015991496
64,0.019557294
65,0.02511625
67,0.013583038
69,0.045027174
70,0.005221882
71,0.05283695
72,0.03288081
73,0.019987222
76,0.0008328925
78,0.002756559
79,0.012700518
81,0.023034163
85,0.017047314
86,0.005221882
89,0.014915013
94,0.06409851
96,0.006921213
97,0.035408027
98,0.008167655
99,0.036648273
100,0.14688821
103,0.26467952
104,0.07589578
108,0.1078553
110,0.012666565
112,0.012219373
114,0.03788604
116,0.030644787
117,0.015103147
119,0.015390475
120,0.0041155405
121,0.01357658
123,0.014589296
124,0.019334162
126,0.00512924
128,0.013583038
129,0.10193875
133,0.01868158
138,0.03847844
147,0.07520404
149,0.029041268
158,0.017895794
160,0.0066040056
164,0.07214447
167,0.06630268
168,0.038676653
174,0.009196539
181,0.049152624
185,0.025682462
187,0.016455244
189,0.0071421806
190,0.01979247
194,0.009777498
197,0.09993309
198,0.09392373
201,0.09360509
205,0.015103147
208,0.057984274
211,0.017047314
216,0.05852872
219,0.057425402
223,0.019460997
224,0.15666662
226,0.07520404
229,0.019334162
230,0.05177463
237,0.06882149
238,0.038839933
240,0.016539544
243,0.0061397417
245,0.18414707
246,0.36267555
247,0.014846308
248,0.018827857
249,0.005221882
250,0.2709399
251,0.00512924
255,0.055355344
256,0.025591236
257,0.07525362
260,0.12613493
261,0.01652046
263,0.12273297
264,0.29669902
267,0.0065566134
268,0.012293924
272,0.02796303
274,0.035968143
275,0.0059196097
277,0.14982529
278,0.39846483
280,0.0020276622
281,0.020831672
282,0.12338829
283,0.014239396
284,0.03930381
286,0.013019835
290,0.006569201
291,0.034461576
293,0.07825094
295,0.054583825
297,0.009202724
298,0.3513733
300,0.0005863265
304,0.0026765524
305,0.002362092
308,0.009008697
309,0.0066040056
310,0.02842128
312,0.034461576
313,0.4335266
315,0.005442743
317,0.016560756
318,0.09253513
321,0.025541656
323,0.042372182
325,0.045422234
326,0.07520404
327,0.017636994
328,0.021154147
329,0.028012695
330,0.0070565613
331,0.043440558
334,0.06500111
335,0.012305898
336,0.04267614
337,0.0020441017
338,0.032163784
339,0.07520404
341,0.17468698
343,0.0040247426
346,0.0060595437
348,0.008167655
350,0.03890478
351,0.017170327
352,0.0922918
357,0.018118616
358,0.015991496
360,0.01920193
361,0.0922918
364,0.059983443
365,0.049202316
366,0.049455117
367,0.01655445
368,0.012904191
370,0.0070382226
372,0.005429003
376,0.007296382
377,0.004788904
379,0.10049538
380,0.0922918
381,0.11407731
385,0.021391166
386,0.026691984
389,0.043813024
391,0.033213966
392,0.01357658
393,0.016649652
395,0.053830575
396,0.017047314
397,0.009549941
398,0.011890212
399,0.07974136
400,0.020680085
401,0.03221122
403,0.0063895895
405,0.053807024
406,0.019334162
409,0.16260308
411,0.022867924
413,0.02724786
418,0.0011858688
419,0.05852872
422,0.0922918
424,0.06961972
425,0.013624296
427,0.006921213
430,0.005221882
431,0.07520404
434,0.05852872
435,0.019557294
437,0.21928377
438,0.0017079309
439,0.2075306
442,0.015991496
446,0.015991496
450,0.04666175
451,0.09544384
452,0.013849814
454,0.006484229
455,0.009566833
463,0.07825094
464,0.008909325
465,0.005221882
467,0.32832286
468,0.028117673
470,0.078313485
472,0.02447687
473,0.14415288
475,0.0044437973
476,0.011594028
479,0.07520404
481,0.0067630275
483,0.06797059
484,0.034656204
486,0.03847844
487,0.005221882
491,0.01778358
494,0.005221882
495,0.013551622
497,0.008359846
498,0.0030500886
499,0.013968892
503,0.07520404
504,0.016790282
505,0.045679063
506,0.0062891394
507,0.0031458717
508,0.15914896
509,0.07825094
510,0.00419524
511,0.00144714
512,0.039893787
516,0.005852038
518,0.012549523
519,0.041961778
520,0.0039050977
521,0.012318603
522,0.002134252
524,0.16529661
525,0.0008756504
526,0.0055786236
528,0.07520404
529,0.03772706
531,0.05664999
532,0.13582572
534,0.015994895
536,0.02956097
539,0.079029106
540,0.011385718
541,0.005221882
542,0.06409851
545,0.0090785315
546,0.008167655
552,0.014197037
556,0.009202724
557,0.0057701846
559,0.017457634
562,0.0029696417
563,0.0060916524
565,0.031926293
569,0.0061397417
570,0.052555427
574,0.02466287
575,0.01830105
585,0.0090785315
589,0.013300776
590,0.014151263
592,0.05852872
593,0.024791017
594,0.0052571255
595,0.05852872
597,0.005705166
601,0.011595203
603,0.013968892
604,0.009202724
605,0.041501243
607,0.005221882
608,0.027903717
610,0.09392373
612,0.086694084
613,0.017980097
615,0.014186011
616,0.34426978
617,0.013583038
619,0.034461576
620,0.12689814
621,0.008909325
624,0.02021042
625,0.0033726897
628,0.009202724
629,0.14200325
630,0.019557294
632,0.016323527
634,0.009893653
637,0.048556067
638,0.020959904
642,0.018391207
643,0.0021950097
644,0.03912534
646,0.006921213
655,0.0105451895
660,0.09392373
664,0.01847942
