ID,target
2,0.12
5,0.0
6,0.0
7,0.13955527851459068
9,0.0
11,0.25
12,0.01
15,0.33
16,0.02
17,0.0
19,0.0
21,0.03
22,0.03
24,0.04
27,0.02
28,0.03
30,0.0
33,0.0
35,0.09
37,0.05
38,0.0
40,0.2829924242424242
41,0.2109090909090909
44,0.0
46,0.04
47,0.0
48,0.0
50,0.07
52,0.35
53,0.1
55,0.24
57,0.0
58,0.05
59,0.1595
62,0.03
63,0.03833333333333333
64,0.09
65,0.05
67,0.05
69,0.05
70,0.0
71,0.08
72,0.02
73,0.05
76,0.0
78,0.0
79,0.0
81,0.02
85,0.01
86,0.0
89,0.0
94,0.22
96,0.0
97,0.01
98,0.05
99,0.24793478260869567
100,0.17
103,0.33900226027300634
104,0.18
108,0.04
110,0.0
112,0.07
114,0.2218181818181818
116,0.06
117,0.04
119,0.01
120,0.0
121,0.01
123,0.01
124,0.004285714285714285
126,0.01
128,0.05
129,0.14
133,0.0
138,0.05
147,0.2905
149,0.0
158,0.0
160,0.0017647058823529412
164,0.02
167,0.07
168,0.01
174,0.01
181,0.1
185,0.08
187,0.0
189,0.0
190,0.02
194,0.0
197,0.16
198,0.15316666666666667
201,0.09
205,0.0
208,0.04
211,0.01
216,0.27
219,0.0
223,0.07
224,0.41601851851851845
226,0.25933333333333336
229,0.0
230,0.05
237,0.07
238,0.07
240,0.0
243,0.11
245,0.26
246,0.24850000000000003
247,0.0
248,0.35
249,0.0
250,0.3308333333333333
251,0.01
255,0.02
256,0.0
257,0.06
260,0.13
261,0.02
263,0.4248161764705883
264,0.35324324324324324
267,0.0
268,0.0
272,0.08
274,0.09
275,0.0
277,0.27
278,0.5
280,0.0
281,0.01
282,0.07
283,0.0
284,0.0
286,0.02
290,0.0
291,0.01
293,0.25
295,0.05
297,0.03
298,0.28181818181818186
300,0.0
304,0.0
305,0.0
308,0.0
309,0.0
310,0.01
312,0.01
313,0.22431673052362708
315,0.0
317,0.05
318,0.03
321,0.04
323,0.12
325,0.0
326,0.162
327,0.04
328,0.01
329,0.08
330,0.07
331,0.04
334,0.05
335,0.04
336,0.0
337,0.0
338,0.245518115942029
339,0.23683333333333334
341,0.31
343,0.01
346,0.0
348,0.05
350,0.01
351,0.02
352,0.11349999999999999
357,0.06
358,0.03833333333333333
360,0.02
361,0.11349999999999999
364,0.04
365,0.3
366,0.03
367,0.05
368,0.04
370,0.03
372,0.03
376,0.0
377,0.0
379,0.06
380,0.1405
381,0.07
385,0.01
386,0.1
389,0.0
391,0.05
392,0.01
393,0.0
395,0.11
396,0.03
397,0.01
398,0.01
399,0.04
400,0.0
401,0.02
403,0.0
405,0.04
406,0.04
409,0.03
411,0.0
413,0.18
418,0.0
419,0.34
422,0.11349999999999999
424,0.31
425,0.0
427,0.0
430,0.0
431,0.23683333333333334
434,0.25
435,0.09333333333333332
437,0.05
438,0.0
439,0.3633333333333333
442,0.03833333333333333
446,0.09
450,0.05
451,0.05
452,0.0
454,0.04
455,0.0
463,0.19
464,0.0
465,0.0
467,0.42
468,0.04
470,0.07
472,0.03
473,0.14865846994535517
475,0.0
476,0.04
479,0.29383333333333334
481,0.0
483,0.11
484,0.01
486,0.11
487,0.0
491,0.09
494,0.0017647058823529412
495,0.01
497,0.01
498,0.0
499,0.02
503,0.2555
504,0.0
505,0.09
506,0.0
507,0.0
508,0.31
509,0.25
510,0.01
511,0.01
512,0.06
516,0.0
518,0.02
519,0.09
520,0.0
521,0.05
522,0.0
524,0.2
525,0.02
526,0.01
528,0.28883333333333333
529,0.12
531,0.01
532,0.15
534,0.02
536,0.0
539,0.03
540,0.03
541,0.0
542,0.23
545,0.01
546,0.04
552,0.0
556,0.04
557,0.01
559,0.01
562,0.0
563,0.0
565,0.01
569,0.13
570,0.14
574,0.02
575,0.0
585,0.0
589,0.02
590,0.0
592,0.28
593,0.01
594,0.02
595,0.27
597,0.0
601,0.0
603,0.04
604,0.04
605,0.02
607,0.0
608,0.01
610,0.15316666666666667
612,0.16
613,0.02
615,0.0
616,0.14
617,0.05
619,0.0
620,0.3573809523809524
621,0.0
624,0.0
625,0.09
628,0.08
629,0.13
630,0.10333333333333332
632,0.0
634,0.0
637,0.095
638,0.0
642,0.17
643,0.0
644,0.03
646,0.0
655,0.01
660,0.14865846994535517
664,0.01
665,0.09
666,0.0
670,0.14
671,0.32
672,0.0
675,0.0
676,0.05
677,0.2555
678,0.15
680,0.05
683,0.3373809523809524
684,0.23
685,0.16
691,0.09
693,0.0
696,0.01
698,0.01
699,0.28883333333333333
700,0.13
703,0.03
704,0.03
705,0.0
707,0.355
709,0.2
711,0.23
713,0.152
716,0.0
719,0.0
721,0.1
722,0.01
723,0.0
724,0.0
727,0.0
728,0.11313478945297127
729,0.01
733,0.1
736,0.0
739,0.01
742,0.29308333333333336
743,0.05
744,0.01
745,0.3709090909090909
747,0.0
749,0.01
750,0.02
751,0.0
752,0.0
755,0.02
756,0.03
762,0.08
763,0.2446666666666667
764,0.01
765,0.0
766,0.11
769,0.03
770,0.02
773,0.0
774,0.03
776,0.1
777,0.01
778,0.0
779,0.13
780,0.0
781,0.09
786,0.0
788,0.0
794,0.21056338028169017
796,0.25
801,0.04
802,0.07
803,0.0
804,0.02
805,0.0017647058823529412
809,0.02
810,0.1909090909090909
817,0.02
819,0.0
821,0.0025
824,0.42129629629629634
825,0.03
826,0.5042506142506142
830,0.0
831,0.01
832,0.0
833,0.0
837,0.3005
839,0.01
840,0.01
841,0.06
842,0.0
843,0.0
844,0.0
845,0.09
848,0.1
853,0.18
854,0.01
855,0.0
856,0.09
861,0.0
865,0.2905
866,0.15
867,0.02
870,0.01
871,0.06
872,0.17
873,0.23683333333333334
874,0.07
875,0.0
876,0.05
879,0.2713333333333333
880,0.0
883,0.02
884,0.02
886,0.0
890,0.06
892,0.13
893,0.12
894,0.01
895,0.15
896,0.0
897,0.0
899,0.25
900,0.0
901,0.0
902,0.30431673052362707
905,0.02
912,0.02
914,0.47
915,0.01
917,0.07
918,0.03
919,0.25
921,0.01
922,0.02
923,0.05
926,0.02
929,0.03
930,0.0017647058823529412
931,0.0
937,0.0
938,0.01
939,0.01
941,0.03
946,0.01
947,0.04
950,0.04166666666666667
951,0.04
952,0.23
953,0.03
954,0.0
955,0.27
956,0.15
957,0.01
960,0.03
963,0.2588095238095238
966,0.17
969,0.02
971,0.02
972,0.0
975,0.04
980,0.0
982,0.01
983,0.01
985,0.07
987,0.0
988,0.0
991,0.01
992,0.03
995,0.05
996,0.0
998,0.05
1001,0.276
1002,0.02
1004,0.1595
1005,0.05
1010,0.0
1011,0.0
1012,0.0
1013,0.03
1014,0.02
1015,0.0
1016,0.02
1022,0.0
1023,0.17
1024,0.0
1025,0.11763645910551025
1026,0.27
1028,0.1
1029,0.02
1032,0.2009090909090909
1034,0.13
1036,0.12
1037,0.01
1039,0.05
1042,0.09744731659281143
1045,0.2755
1046,0.05
1050,0.0
1052,0.0
1055,0.162
1057,0.0
1058,0.0
1060,0.0
1062,0.1
1063,0.2555
1064,0.2602173913043478
1065,0.0
1066,0.01
1067,0.2
1068,0.01
1070,0.4145
1072,0.0
1077,0.29600000000000004
1078,0.03833333333333333
1079,0.05
1081,0.01
1082,0.2643167305236271
1093,0.06
1094,0.2655
1102,0.03
1103,0.09
1106,0.01
1107,0.26
1112,0.03
1113,0.01
1114,0.0
1116,0.0
1118,0.01
1120,0.15316666666666667
1121,0.03
1128,0.0
1130,0.11
1132,0.0017647058823529412
1135,0.01
1138,0.01
1139,0.0
1141,0.14865846994535517
1143,0.4096296296296296
1146,0.13
1148,0.11349999999999999
1149,0.01
1151,0.07
1152,0.11765846994535518
1153,0.0017647058823529412
1155,0.04
1157,0.01
1160,0.06
1161,0.01
1162,0.09
1164,0.23295287845384036
1168,0.03
1169,0.0
1174,0.13
1176,0.06
1177,0.11
1178,0.03
1180,0.05
1181,0.14
1182,0.04
1185,0.1170357142857143
1190,0.0
1194,0.0
1196,0.02
1199,0.05
1200,0.04
1201,0.07
1202,0.01
1206,0.2584642857142857
1207,0.01
1208,0.0
1212,0.05
1216,0.04
1219,0.01
1221,0.04
1222,0.0
1225,0.05
1227,0.11994731659281144
1230,0.0
1231,0.23683333333333334
1232,0.13828064992614475
1233,0.02
1234,0.05068965517241379
1235,0.02
1236,0.45616666666666666
1237,0.01
1238,0.07
1239,0.11
1240,0.07
1241,0.0017647058823529412
1244,0.02
1245,0.01
1247,0.09744731659281143
1250,0.06
1251,0.0
1257,0.0
1259,0.01
1266,0.03
1267,0.26
1268,0.01
1270,0.42
1272,0.08
1273,0.05
1276,0.01
1278,0.0
1279,0.18
1283,0.0
1284,0.29383333333333334
1286,0.0
1289,0.03
1290,0.0
1292,0.0
1293,0.08333333333333331
1294,0.07
1296,0.03
1298,0.07
1299,0.226
1301,0.0
1304,0.0
1306,0.01
1308,0.09
1310,0.0
1311,0.08
1312,0.0
1315,0.0
1318,0.04
1319,0.05
1320,0.04
1323,0.0
1324,0.02
1325,0.02
1326,0.01
1329,0.3916666666666667
1331,0.01
1332,0.01
1335,0.0
1336,0.391875
1338,0.1
1340,0.18
1342,0.06
1345,0.04
1347,0.01
1349,0.29383333333333334
1350,0.18
1351,0.0
1354,0.0
1355,0.0
1356,0.1335
1359,0.04
1361,0.281875
1362,0.374375
1363,0.34888095238095235
1365,0.0
1366,0.11
1367,0.2755
1368,0.01
1369,0.0
1370,0.02
1371,0.06
1372,0.17
1374,0.01
1375,0.25181818181818183
1376,0.06
1379,0.0
1380,0.16
1383,0.11349999999999999
1387,0.04
1388,0.5216666666666666
1389,0.0
1390,0.01
1394,0.0
1396,0.286
1397,0.0
1399,0.27
1400,0.18
1402,0.06
1403,0.09
1404,0.04
1405,0.03
1407,0.0
1409,0.1
1413,0.05
1415,0.0
1416,0.08
1418,0.0
1422,0.0
1423,0.0
1425,0.01
1428,0.2713333333333333
1429,0.0
1430,0.11349999999999999
1431,0.01
1432,0.0
1434,0.0
1435,0.015
1436,0.32
1438,0.03
1443,0.06
1445,0.06
1446,0.03
1453,0.05
1456,0.02
1458,0.08
1459,0.0
1460,0.0
1461,0.04
1462,0.41481617647058827
1463,0.23683333333333334
1466,0.4
1467,0.04
1469,0.18
1470,0.03
1471,0.25142857142857145
1473,0.0
1476,0.01
1477,0.08
1481,0.11349999999999999
1482,0.24
1485,0.38
1486,0.25
1490,0.0
1491,0.24
1493,0.0
1494,0.06
1500,0.03
1504,0.0
1506,0.0025
1509,0.0
1512,0.02
1514,0.29
1518,0.1335
1520,0.0
1522,0.1
1525,0.28487179487179487
1526,0.04
1529,0.3912962962962963
1530,0.28
1532,0.06
1533,0.14
1537,0.03
1542,0.01
1544,0.01
1545,0.29
1546,0.34888095238095235
1549,0.305
1551,0.01
1552,0.0
1555,0.14865846994535517
1556,0.0
1558,0.276
1560,0.0017647058823529412
1561,0.0
1562,0.1
1563,0.0
1566,0.04
1568,0.15
1570,0.33
1575,0.22725829725829727
1577,0.02
1579,0.01
1581,0.02
1582,0.01
1585,0.27
1586,0.0
1587,0.07
1593,0.03
1597,0.29
1599,0.0
1608,0.02
1609,0.11349999999999999
1612,0.24
1615,0.05
1616,0.01
1618,0.03
1619,0.0
1624,0.0
1625,0.06
1627,0.04
1628,0.37
1635,0.0
1636,0.346875
1637,0.136
1640,0.13
1642,0.02
1645,0.2905
1647,0.03
1648,0.3273809523809524
1650,0.0
1651,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.08
1657,0.3666666666666667
1659,0.4842506142506142
1661,0.11
1662,0.03
