id,Flood Features
7905,0.8444362961655403
7906,0.46167184237506687
7907,1.6724482995343697
7908,0.19960242546310325
7909,0.3093522064396806
7910,-0.13546880947782147
7911,0.12277518899872997
7912,1.0957449154092411
7913,2.0151922341687456
7914,0.6585398454289632
7915,0.5601299632936508
7916,0.6516814593388878
7917,0.934225338387864
7918,0.3472498960209149
7919,0.6390641794046649
7920,0.18039238277031622
7921,0.1498423908593257
7922,1.9655973680694887
7923,0.23293570412345838
7924,0.5666367353965258
7925,2.013771175618742
7926,0.3277337778925245
7927,0.5426378813236155
7928,1.6040988556658733
7929,0.1587710518333859
7930,1.5341306848543521
7931,0.3034913574959561
7932,1.8975273014682295
7933,0.7451445577387849
7934,-0.01699666655287768
7935,0.026295297698874065
7936,0.052455497610237045
7937,1.4080489257185207
7938,-0.023309986214735567
7939,1.0297741295816005
7940,0.45080643622159255
7941,1.379869951522383
7942,0.22089591500055394
7943,1.4123110177922675
7944,0.010359543361587842
7945,0.1567554184921175
7946,0.3014844150035046
7947,0.26170753836459026
7948,1.6215313959049276
7949,1.5673614528339417
7950,0.10643034442269006
7951,0.9819899520495121
7952,1.3553408492379524
7953,1.920538536435893
7954,0.4010864455573105
7955,1.3159405904341437
7956,1.9186153785132918
7957,0.3508211743463429
7958,1.9840676957496475
7959,0.9147389416249248
7960,1.6814372724895987
7961,0.11511690654946338
7962,1.4846295088040087
7963,1.7396874278026777
7964,2.078203268064984
7965,-0.05710824756746247
7966,0.8693099218676122
7967,0.14300229608494464
7968,-0.013363429338254629
7969,1.0644603129582138
7970,0.06089760069024275
7971,0.035300864177758906
7972,0.935159544806908
7973,0.11214986691644968
7974,1.2284249154544087
7975,0.08928395372191222
7976,0.3474310672595925
7977,0.0007891609294521373
7978,1.8399447339764083
7979,1.2987598891485237
7980,0.25090931130706645
7981,0.45428535562683503
7982,0.29824112124641133
7983,0.4601399181184166
7984,1.6954013936876597
7985,1.2757668111993405
7986,1.730133049144764
7987,0.9014313033174305
7988,0.42304032015702075
7989,0.13703722753170122
7990,1.1331068460791038
7991,1.7592831027871851
7992,0.041072958451817465
7993,0.3086340085741667
7994,0.10711754448613597
7995,0.4327176427971264
7996,2.1792399242051665
7997,0.20250680121279352
7998,2.0105380118244662
7999,2.0218959938927874
8000,-0.08512776854753412
8001,0.30583531680419046
8002,0.7666829646059746
8003,0.6699196619564389
8004,0.8619872266928116
8005,0.5486054783544269
8006,0.341110015316593
8007,0.534030880949977
8008,0.05692726599016695
8009,0.44221175779492417
8010,0.08286455467359743
8011,0.2982595140746891
8012,0.5061472101340956
8013,1.623556306181996
8014,0.07738910372403063
8015,0.10758205105530028
8016,-0.021124546224745022
8017,0.8699035949443175
8018,0.7823914940612715
8019,0.04971582454862444
8020,0.5438490064187642
8021,2.082767892882317
8022,1.8258592519165229
8023,0.45581802507977487
8024,0.04034415908043498
8025,1.5657801375296472
8026,0.16012865480071514
8027,0.03069177303170756
8028,1.879789551300502
8029,1.6062814516632562
8030,0.0033713878077817894
8031,0.2149438822321061
8032,0.27504027920857077
8033,1.6573118647568172
8034,0.731409768768165
8035,-0.07808810290634804
8036,0.288811442510897
8037,1.3244445849603523
8038,1.0161589502480093
8039,2.02485763048903
8040,1.0308915254915885
8041,1.3283995007670386
8042,1.8627205707705234
8043,0.256428088403359
8044,1.9338541401246367
8045,1.5543677677746925
8046,0.3111298760965788
8047,0.2532250498870332
8048,0.2214265901506537
8049,0.4736734622591679
8050,1.4038570183576435
8051,1.617450456379529
8052,-0.05964416177329723
8053,1.7857125214026388
8054,0.20588908714588372
8055,1.1924964917792371
8056,0.10980120493181489
8057,0.2783068605690137
8058,0.2735593462812091
8059,0.5093264268265874
8060,1.7227843885324876
8061,1.348290837414514
8062,1.6110161575464184
8063,0.015735248383216938
8064,2.0230112091959036
8065,0.16541144317661827
8066,0.004799535001662636
8067,1.789944440769897
8068,0.24708777453691916
8069,0.2143364891836551
8070,-0.020900590384251516
8071,0.31768620918523477
8072,0.2004418844016912
8073,0.06926899262952502
8074,0.39876781468162836
8075,0.08234395679115969
8076,0.09084211605319348
8077,1.803055027752073
8078,1.6973196178557357
8079,0.25574854856801155
8080,0.05062586074621944
8081,0.0991294344709932
8082,0.2520910547101461
8083,1.3205163003251985
8084,2.036488982754893
8085,0.06616101635934013
8086,1.9433406477895168
8087,0.4018617909353828
8088,1.3078313543630649
8089,1.4271162192796036
8090,2.038033345435778
8091,0.09777883336533388
8092,2.1884227488673558
8093,0.09521224634497993
8094,1.6151685199800365
8095,0.7211162529232974
8096,1.1116565815961708
8097,1.29200161141777
8098,0.25392723689824287
8099,0.2876788486662908
8100,1.7868290906656155
8101,0.8153671521531157
8102,0.7167998851862325
8103,1.0753582661344396
8104,0.7724090716384112
8105,2.055350619953318
8106,0.13117395058525017
8107,2.1112411109555262
8108,0.06330127316241696
8109,0.6825532287570236
8110,-0.008221305387577149
8111,0.8028952891838365
8112,0.6045124930345399
8113,2.267271570939492
8114,1.9796833425667746
8115,0.2401876600241602
8116,0.2902566217593199
8117,1.544614718221859
8118,0.7624834488209167
8119,0.7153634147591403
8120,-0.02089770810191427
8121,1.4083492127749109
8122,-0.03310939195487228
8123,-0.04121090704015251
8124,1.2939917205754883
8125,0.7542775824206809
8126,0.3731735030545073
8127,1.276873552139314
8128,0.695357546006719
8129,-0.041504181158119935
8130,0.6034143615640211
8131,2.019988376982206
8132,0.304729906118019
8133,0.0847112223081481
8134,0.78049191519977
8135,2.1129410980133083
8136,1.7666620758846687
8137,1.2374959352241333
8138,1.6247168651376622
8139,1.8562854133353668
8140,0.2719339011639544
8141,0.17009844405137597
8142,0.1374426496396215
8143,0.06067337908143344
8144,1.3520212738435617
8145,0.2739980902374674
8146,0.24839923140751347
8147,0.9361483802768081
8148,0.25254793562253364
8149,-0.10054442277370046
8150,0.10124841655269046
8151,1.6972955198008954
8152,0.07190828363191626
8153,0.31261464284405466
8154,0.09248553386306446
8155,1.4556974453751175
8156,0.03884328378484336
8157,0.44102347829422567
8158,0.060121436570489406
8159,1.210397469440196
8160,0.6580542750233964
8161,0.21827320220102608
8162,1.0643183528141436
8163,1.4601363218426018
8164,0.3253246563255771
8165,1.882492888024979
8166,0.7467999593625043
8167,0.7516306070232767
8168,0.44044428516055784
8169,0.44765054505026997
8170,0.5816569013804631
8171,2.314392390786622
8172,1.9104776362849194
8173,0.4048270645116962
8174,0.07509369413883726
8175,-0.049694692574133725
8176,0.4430868926872887
